,Time,Programme,ML,IR,Stat,DB,Gender,Chocolate,Birthday,Neighbours,Stand up,Stress,Self esteem,RN,Bedtime,GD1,GD2,GD1-NLTK,GD1-FLAIR,GD2-NLTK,GD2-FLAIR,Bedtime_Hour_c,Stress_c,Self esteem_c,Programme_c,Neighbors_c,Birthday_c,Birthdate_dm_c,Age,RN_c
234,3/30/2021 14:24:10,Artificial Intelligence  ,no,0,mu,ja,male,fat,1996/01/30,1,no,80,100,3298472987298,23:00,Good sleep,No homework,0.4404,0.907,-0.296,-0.943,23,80,100.0,AI,1,30-1-1996,30-1,25,10
235,3/30/2021 14:24:26,AI,yes,0,mu,nee,female,I have no idea what you are talking about,09-10,0,no,55,5,25,10:00,Sun,Good food,0.0,0.99,0.4404,0.993,22,55,5.0,AI,0,,10-9,0,10
236,3/30/2021 14:24:33,AI,yes,1,mu,ja,male,fat,27/10/1995,0,no,70,99.99,4654,?,"work, friends, play, food, sex","relaxation, laziness, ice cream",0.6705,0.999,0.5267,0.515,23,70,99.99,AI,0,27-10-1995,27-10,26,10
237,3/30/2021 14:24:51,Bioinformatics,yes,0,mu,nee,male,fat,1-1-1901,0,no,"0,0",0,1,8:00,FIFA2020,FIFA2021,0.0,0.982,0.0,0.994,8,100,0.0,BI,0,1-1-1901,1-1,0,1
238,3/30/2021 14:25:10,Bioinformatics,yes,0,mu,nee,male,fat,07-02-1999,0,no,60,5,8,01:00,Sleeping in,No mandatory to do's ,0.0,0.987,-0.2263,0.525,1,60,5.0,BI,0,2-7-1999,2-7,22,8
239,3/30/2021 14:26:11,MSc Finance - Duisenberg Honours Programme of Quantitative Risk Management,no,0,mu,nee,male,fat,17-12-1998,0,yes,25,Depends on how many participants: 100/participants,34572954852845,11:31,happiness,general feelings of happiness caused by a multitude of factors,0.5574,0.996,0.5574,1.0,23,25,0.0,QRM,0,17-12-1998,17-12,23,10
240,3/30/2021 14:29:48,Business Analytics,yes,0,mu,nee,male,I have no idea what you are talking about,27-06-1966,0,no,90,100,68,2345,Universe is there,Universe is still there,0.0,0.995,0.0,0.989,23,90,100.0,BA,0,27-6-1966,27-6,55,10
241,3/30/2021 14:30:33,AI,yes,1,mu,ja,female,I have no idea what you are talking about,01-03-1999,0,no,35,40,8,23:45,Nice weather,Being able to do something fun without having to think about anything else ,0.4215,0.973,0.5106,1.0,23,35,40.0,AI,0,3-1-1999,3-1,22,8
242,3/30/2021 14:32:23,AI,yes,1,mu,nee,male,neither,30-09,0,no,57,100,89465432119979546313739882,5,cat 1,cat 2,0.0,0.746,0.0,0.734,5,57,100.0,AI,0,,30-9,0,10
243,3/30/2021 14:32:59,Business Analytics,yes,0,mu,ja,male,I have no idea what you are talking about,17-07-1999,0,no,33,€399,3.5,secret,Girlfriend,Winning,0.0,0.958,0.5267,0.996,23,33,3.0,BA,0,17-7-1999,17-7,22,0
244,3/30/2021 14:35:08,AI,no,unknown,mu,nee,female,I have no idea what you are talking about,08/03/1995,2,no,68,13,37,00:30,sleep,sun,0.0,-0.989,0.0,0.99,0,68,13.0,AI,2,3-8-1995,3-8,26,10
245,3/30/2021 14:40:53,QRM,yes,0,mu,nee,male,fat,1996,100,no,50,10,4,23:00,good weather,less stress,0.4404,0.958,-0.3626,0.995,23,50,10.0,QRM,100,,,0,4
246,3/30/2021 14:41:07,Econometrics and Data Science,no,0,sigma,nee,female,fat,29-06-1997,1,yes,60,5,7,1am,Pancakes ,Sun,0.0,0.995,0.0,0.99,1,60,5.0,Econometrics,1,29-6-1997,29-6,24,7
247,3/30/2021 14:44:53,artificial intelligence,yes,0,mu,ja,female,neither,23-04-1999,1,no,20,100,23,yes,reading,no school,0.0,0.956,-0.296,-0.999,23,20,100.0,AI,1,23-4-1999,23-4,22,10
248,3/30/2021 14:51:18,BA,yes,1,mu,ja,male,fat,19/04/1999,3,no,75,100,6.9,2,Good amount of sleep,Doing something new,0.4404,0.986,0.0,1.0,2,75,100.0,BA,3,19-4-1999,19-4,22,0
249,3/30/2021 14:56:37,Bioinformatics,yes,0,sigma,nee,female,I have no idea what you are talking about,1988-02-06,1,no,70,30,3,00:45,Sunny and dry weather,having good conversations with friends,0.4215,0.989,0.7184,0.994,0,70,30.0,BI,1,6-2-1988,6-2,33,3
250,3/30/2021 15:01:20,Finance and Technology,yes,0,mu,nee,male,neither,05-05-1992,1,no,90,10,7,12:47,sun is out,work out,0.0,0.973,0.0,0.99,24,90,10.0,FT,1,5-5-1992,5-5,29,7
251,3/30/2021 15:32:10,Bioinformatics,yes,unknown,mu,unknown,female,slim,04-09-98,0,no,55,"Depends on the amount of people, but maybe 10 cents",4,23 ish?,Sleep,Food,0.0,-0.989,0.0,1.0,23,55,0.0,BI,0,9-4-1998,9-4,23,4
252,3/30/2021 15:45:22,Bioinformatics & Systems Biology,no,0,unknown,ja,female,neither,01/05/1976,0,no,50,5,6,00:01,Getting stuff done,Trying something new,0.0,0.987,0.0,0.996,0,50,5.0,BI,0,5-1-1976,5-1,45,6
253,3/30/2021 15:46:56,CS,no,0,mu,nee,female,fat,19951124,0,no,60,20,4,10pm,Coffee,Video game,0.0,0.894,0.0,0.981,22,60,20.0,CS,0,,,0,4
254,3/30/2021 16:00:00,Econometrics & Operations Research ,no,0,sigma,nee,male,fat,30-09-1997,0,no,27.5,0.5,8,00:30,Gym/sport ,Drinking ,0.0,0.877,0.0,0.84,0,100,0.5,Econometrics,0,30-9-1997,30-9,24,8
255,3/30/2021 16:06:45,Computational Science,no,unknown,mu,nee,male,I have no idea what you are talking about,14-04-1995,4,no,30,0,no,tomorrow,a variety of activities,what i said before this question,0.0,0.998,0.0,0.862,23,30,0.0,CLS,4,14-4-1995,14-4,26,0
256,3/30/2021 17:22:43,BA,yes,0,mu,nee,female,neither,26-11-1996,0,no,65,25,6,11,Nice weather,Friends,0.4215,0.973,0.4767,0.996,23,65,25.0,BA,0,26-11-1996,26-11,25,6
257,3/30/2021 17:22:58,Master Bioinformatics and Systems Biology,yes,unknown,mu,ja,female,fat,15 December,2,no,75,5,7,23:30,Sunny weather,Taking medicine,0.4215,0.995,0.0,0.872,23,75,5.0,BI,2,,15-12,0,7
258,3/30/2021 17:31:48,Ai,no,0,mu,nee,male,fat,29-04-1993,2,no,76,35,3,12,Health,Family,0.0,0.996,0.0,0.995,24,76,35.0,AI,2,29-4-1993,29-4,28,3
259,3/30/2021 17:32:22,MSc Bioinformatics and systems biology,yes,0,mu,ja,male,fat,None,0,yes,65,40,2,23:00,can relax,Can do some kind of activity (sports),0.4404,0.997,0.0,0.984,23,65,40.0,BI,0,,,0,2
260,3/30/2021 17:32:37,Business Analytics,yes,1,mu,ja,male,slim,06-01-1998,0,no,10,10,5,23:30,no stress,doing sports,-0.6124,0.998,0.0,0.993,23,10,10.0,BA,0,1-6-1998,1-6,23,5
261,3/30/2021 17:34:15,Computer Science,yes,1,mu,ja,male,fat,31-07,0,no,50,10,6,23:00,Free,Sports,0.5106,0.719,0.0,0.998,23,50,10.0,CS,0,,31-7,0,6
262,3/30/2021 17:35:59,Quantative Risk Management,no,0,mu,nee,male,neither,26-2-1998,2,no,99999,25 cents,48294,02:00,Not filling in pointless surveys,Seeing loved ones,0.0,-0.51,0.5994,0.999,2,100,0.0,QRM,2,26-2-1998,26-2,23,10
263,3/30/2021 17:38:28,Computational Science,yes,1,mu,ja,female,neither,03-06-1997,0,unknown,80,30,76,22:15,Good food,Friends ,0.4404,0.993,0.4767,0.996,22,80,30.0,CLS,0,6-3-1997,6-3,24,10
264,3/30/2021 17:45:04,Artificial Intelligence,yes,0,mu,nee,female,neither,23-09-1997,0,no,80,not,5,??,laughter,no homework,0.4939,0.999,-0.296,-0.943,23,80,0.0,AI,0,23-9-1997,23-9,24,5
265,3/30/2021 17:46:28,Msc Artificial Intelligence ,yes,1,mu,ja,male,fat,30-09-1895,265,yes,Over 9000,2.5 BTC,67,23:23,Sunny weather,Women with sundresses on,0.4215,0.995,0.0,0.884,23,100,100.0,AI,265,30-9-1895,30-9,0,10
266,3/30/2021 17:46:38,Finance and Technology,yes,0,mu,nee,male,neither,15 april 1988,7,yes,25,100,13,24-00,Fun,Sleep,0.5106,0.987,0.0,-0.989,24,25,100.0,FT,7,15-4-1988,15-4,33,10
267,3/30/2021 17:53:12,MSc Ai,yes,1,mu,ja,male,slim,73639293736383-374949374749-82929393646393-474938374639,8979937,unknown,9999,100,875445667899839292,;,Sex,Sex * 2,0.0,0.998,0.0,0.975,23,100,100.0,AI,0,,,0,10
268,3/30/2021 17:57:08,AI,yes,1,mu,ja,male,neither,03-05-1995,0,no,99,3.14,69,Nice sentence!,No deadlines,#ADATOTHEMOON,-0.296,0.99,0.0,0.859,23,99,3.14,AI,0,5-3-1995,5-3,26,10
269,3/30/2021 17:58:46,Business Analytics,yes,1,mu,ja,female,I have no idea what you are talking about,04-09-1997,0,no,1100100,2,5,2AM,Hot temperature,Airco,0.0,-0.926,0.0,0.913,2,100,2.0,BA,0,9-4-1997,9-4,24,5
270,3/30/2021 18:02:16,Artificial Intelligence,yes,1,mu,ja,male,fat,04-01-1995,1,no,10,0.5,1,2315,Good sleep,Nice people,0.4404,0.907,0.4215,0.976,23,10,0.5,AI,1,1-4-1995,1-4,26,1
271,3/30/2021 18:02:50,Bioinformatics and systems biology ,no,0,mu,nee,male,neither,24/10/95,0,no,100,10,28,12pm,Meeting a friend ,Having a good meal,0.4939,0.998,0.4404,0.996,24,100,10.0,BI,0,24-10-1995,24-10,26,10
272,3/30/2021 18:04:36,AI: cognitive science track,no,1,mu,ja,unknown,slim,June 18,1,no,30,10000000,0,01:00,Making money and not being with my girlfriend,Not being with my girlfriend and making money,0.0,-0.767,0.0,-0.997,1,30,100.0,AI,1,,18-6,0,0
273,3/30/2021 18:11:57,Artificial Intelligence,yes,1,mu,ja,female,slim,05-08-1998,1,no,100,0,666,23:00,Sun,Chocolate,0.0,0.99,0.0,0.999,23,100,0.0,AI,1,8-5-1998,8-5,23,10
274,3/30/2021 18:12:21,Bioinformatics and systems biology ,no,0,mu,nee,male,neither,24/10/95,0,no,100,10,28,12pm,Meeting a friend ,Having a good meal,0.4939,0.998,0.4404,0.996,24,100,10.0,BI,0,24-10-1995,24-10,26,10
275,3/30/2021 18:12:43,Ai,yes,0,sigma,ja,unknown,neither,11-11-1337,7,no,69,-1 euro,No,1:30,Good food,Lots of sleep,0.4404,0.993,0.0,-0.943,1,69,0.0,AI,7,11-11-1337,11-11,0,0
276,3/30/2021 18:19:03,Bioinformatics,no,0,sigma,ja,female,fat,23-1-1997,14,no,100000000000,:(,5,???,less hmw,clear instructions to get 10 from hmw!,0.0,0.665,0.4389,0.579,23,100,,BI,14,23-1-1997,23-1,24,5
277,3/30/2021 18:35:43,MSC Bioinformatics and systems Biology,yes,0,sigma,ja,male,fat,20/06/1993,300,unknown,101,100,6,1,productive,funny,0.0,0.995,0.4404,0.997,1,100,100.0,BI,300,20-6-1993,20-6,28,6
278,3/30/2021 18:39:26,Master AI at UvA,yes,1,mu,nee,male,slim,16-06-2000,1,no,40,50,50,50,50,50,0.0,0.935,0.0,0.935,23,40,50.0,AI,1,16-6-2000,16-6,21,10
279,3/30/2021 18:39:31,M Bioinformatics and Systems Biology,yes,0,mu,nee,female,I have no idea what you are talking about,06-07-1996,0,no,100,30,10,16:00,"No homework, no school","No school, no homework",-0.5267,-0.998,-0.5267,-0.999,16,100,30.0,BI,0,7-6-1996,7-6,25,10
280,3/30/2021 18:39:35,Econometrics and Data Science,yes,0,mu,nee,male,fat,31/08/1997,0,no,50,50,9,2:00,Good weather,No covid,0.4404,0.958,-0.296,-0.996,2,50,50.0,Econometrics,0,31-8-1997,31-8,24,9
281,3/30/2021 18:48:33,Je zusje,yes,1,mu,ja,unknown,slim,01-01-2001,6,yes,99,Some money,0,Kaolo engels maakt mu hoofd heet,1,2,0.0,0.89,0.0,0.92,23,99,,other,6,1-1-2001,1-1,20,0
282,3/30/2021 18:56:08,EDS,no,0,mu,ja,male,I have no idea what you are talking about,01-01-2001,4,no,-2,100,O0087022017,01:11am,Puthie,More puthie,0.0,0.6,0.0,-0.978,1,100,100.0,EDS,4,1-1-2001,1-1,20,0
283,3/30/2021 19:03:43,Artificial Intelligence,yes,0,mu,ja,male,I have no idea what you are talking about,28.07.1998,0,no,35,33,1321,23:49,weather,full stomach,0.0,0.537,0.0,0.675,23,35,33.0,AI,0,28-7-1998,28-7,23,10
284,3/30/2021 19:05:48,QRM,yes,1,mu,ja,female,I have no idea what you are talking about,27-06-1996,1,no,22,75,5,02:00,Surrounded with family,Food,0.0,0.998,0.0,1.0,2,22,75.0,QRM,1,27-6-1996,27-6,25,5
285,3/30/2021 19:06:48,Bioinformatics and systems biology ,no,0,mu,nee,male,neither,24/10/95,0,no,100,10,28,12pm,Meeting a friend ,Having a good meal,0.4939,0.998,0.4404,0.996,24,100,10.0,BI,0,24-10-1995,24-10,26,10
286,3/30/2021 19:36:23,Artificial Intelligence,yes,1,mu,ja,female,slim,05-08-1998,1,no,100,0,666,23:00,Sun,Chocolate,0.0,0.99,0.0,0.999,23,100,0.0,AI,1,8-5-1998,8-5,23,10
287,3/30/2021 19:39:32,Econometrics,yes,1,mu,ja,male,neither,15/01/1998,2,yes,60,60,82,4.45,Sun,Girls,0.0,0.99,0.0,0.984,4,60,60.0,Econometrics,2,15-1-1998,15-1,23,10
288,3/30/2021 19:59:03,CS: Big Data,yes,0,mu,ja,male,neither,Nov. 23rd,2,no,60,Win the competition and get money,7,12:20,delicious food,relaxing atmosphere ,0.5719,0.999,0.4939,0.987,24,60,100.0,CS,2,,23-11,0,7
289,3/30/2021 20:05:41,Information Studies: Data Science,yes,0,mu,nee,female,neither,26-03-1997,1,yes,98,0,42069,"23,30",Finishing tasks,GME go brrrr,0.0,0.983,0.0,0.751,23,98,0.0,DS,1,26-3-1997,26-3,24,10
290,3/30/2021 20:05:56,Bioinformatics and Systems Biology ,yes,1,sigma,ja,male,slim,22/1/1996,1,yes,50,0,35,12pm,Sun,Wine,0.0,0.99,0.0,0.996,24,50,0.0,BI,1,22-1-1996,22-1,25,10
291,3/30/2021 20:19:21,Master Econometrics and Operations Research: Data Science track,yes,0,mu,ja,female,fat,11 September,0,no,80,All,10,1.15,Good food,Sunny day,0.4404,0.993,0.4215,0.999,1,80,100.0,Econometrics,0,,11-9,0,10
292,3/30/2021 20:26:14,Data Science track (UvA),yes,1,mu,ja,male,fat,January,0,no,100,minimum of a 100,52,00000,Warhammer,Warhammer 40.000,0.0,0.967,0.0,0.989,0,100,100.0,DS,0,,,0,10
293,3/30/2021 20:31:27,Mathematics,yes,0,sigma,nee,unknown,I have no idea what you are talking about,24-08-1997,0,unknown,45,0,e,yes,you,also you,0.0,0.986,0.0,0.989,23,45,0.0,CS,0,24-8-1997,24-8,24,0
294,3/30/2021 21:00:15,Econometrics and Operations Research,yes,0,mu,ja,male,neither,01-08,3,yes,10,50,6,01:00,love,sex,0.6369,0.977,0.0,0.998,1,10,50.0,Econometrics,3,,8-1,0,6
295,3/30/2021 21:02:22,MSc AI,no,0,sigma,unknown,male,I have no idea what you are talking about,22.04.93,0,unknown,20,2,51,55,5,5,0.0,0.984,0.0,0.984,23,20,2.0,AI,0,22-4-1993,22-4,28,10
296,3/30/2021 21:06:27,QRM,yes,0,mu,ja,male,fat,08 05 1999,2,no,75,0.25,5,001,Sex,Good food,0.0,0.998,0.4404,0.993,1,75,0.25,QRM,2,5-8-1999,5-8,22,5
297,3/30/2021 21:24:56,Master Artificial Intelligence,yes,1,mu,ja,female,fat,16-12-1997,1,no,20,2,999998,00:56,Sun,Boyfriend,0.0,0.99,0.0,0.978,0,20,2.0,AI,1,16-12-1997,16-12,24,10
298,3/30/2021 21:25:13,Bioinformatics ,yes,0,mu,nee,male,fat,02/09/1996,0,no,77,I don't get it ,Drie,1:30,Beer,Friends,0.0,0.939,0.4767,0.996,1,77,,BI,0,9-2-1996,9-2,25,0
299,3/30/2021 21:27:34,Business Analytics & AI,yes,1,mu,ja,male,neither,16-05-1999,1,no,10,100,0,???,having breakfast with pancakes and strawberries ,Chilling at the beach on a sunny day,0.0,1.0,0.4019,0.999,23,10,100.0,AI,1,16-5-1999,16-5,22,0
300,3/30/2021 21:27:46,Climate Econometrics,yes,0,mu,nee,male,neither,18.02.1995,4,no,99,17,17,12,what,when,0.0,0.982,0.0,-0.73,24,99,17.0,Econometrics,4,18-2-1995,18-2,26,10
301,3/30/2021 21:34:48,Econometrics and Data Science,yes,0,mu,ja,female,fat,12-12-1995,3,no,80,"0,21",-3,23.3,A bunch of laughing,Bingewatching my favourite shows,0.4939,0.999,0.0,0.999,23,80,0.0,Econometrics,3,12-12-1995,12-12,26,0
302,3/30/2021 21:36:33,Econometrics and data science,yes,1,unknown,nee,male,fat,16 may,0,no,30,20,6,?,saturday,sunday,0.0,0.912,0.0,0.808,23,30,20.0,Econometrics,0,,16-5,0,6
303,3/30/2021 21:54:08,AI,no,0,mu,ja,female,neither,19.12.1998,1,no,70,1,8,01:00,sun,weekend,0.0,0.99,0.0,0.939,1,70,1.0,AI,1,19-12-1998,19-12,23,8
304,3/30/2021 22:17:11,MSc Finance,yes,1,mu,ja,male,I have no idea what you are talking about,"November 23rd, nineteen hundred eighty nine",Two,yes,55,Twice as much as the half,Seventy seven,4 ante meridiem,Bananas,Test,0.0,0.997,0.0,0.879,4,55,100.0,FT,2,23-11-1989,23-11,32,0
305,3/30/2021 22:19:48,MSc: Artificial Intelligence,no,1,mu,nee,male,neither,29/11/1987,0,no,95,10,729,0130,progress,friends,0.4215,0.999,0.4767,0.996,23,95,10.0,AI,0,29-11-1987,29-11,34,10
306,3/30/2021 22:30:34,MSc Information studies,yes,1,mu,ja,female,I have no idea what you are talking about,20-12-1989,0,no,70,99,12,23:30,Sunshine,Family and friends,0.4939,0.998,0.4767,0.997,23,70,99.0,DS,0,20-12-1989,20-12,32,10
307,3/30/2021 22:37:23,Bioinformatics and Systems Biology,yes,0,mu,ja,male,I have no idea what you are talking about,20th of July,1,no,80,1,2,01:30,Sunshine,Exercise,0.4939,0.998,0.0,-0.976,1,80,1.0,BI,1,,20-7,0,2
308,3/30/2021 22:42:18,artificial intelligence,yes,1,mu,nee,female,fat,feb 18,0,no,80,80,10,11:00,sunshine,happiness,0.4939,0.998,0.5574,0.996,23,80,80.0,AI,0,,18-2,0,10
309,3/30/2021 22:58:28,Fintech,yes,0,mu,nee,male,slim,14 January,1,no,87,Depends on how many we are,3.1416,22,football,Sun,0.0,0.894,0.0,0.99,22,87,0.0,FT,1,,14-1,0,0
310,3/30/2021 23:12:08,Fintech,yes,1,sigma,nee,female,fat,24/11/1994,20,yes,50,20,20,2,Weather,Good news,0.0,0.537,0.4404,0.983,2,50,20.0,FT,20,24-11-1994,24-11,27,10
311,3/30/2021 23:14:42,Quantative Risk Management,no,0,mu,nee,male,neither,26-2-1998,3,no,0,0.25,59,01:00,Good food,Good music,0.4404,0.993,0.4404,0.992,1,0,0.25,QRM,3,26-2-1998,26-2,23,10
312,3/30/2021 23:44:58,Business Analytics,yes,0,mu,ja,male,I have no idea what you are talking about,27/5/1998,1,no,70,1,6,Bru,You,Me,0.0,0.986,0.0,0.967,23,70,1.0,BA,1,27-5-1998,27-5,23,6
